ID,Name,Age,Nationality,Overall,Potential,Club,ValueInMillions,WageInThousands,Special,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,WorkRate,JerseyNumber,Joined,ContractValidUntil,HeightInInches,WeightInPounds,ReleaseClause,Jumping,Strength,SprintSpeed,Agility,Balance,Vision,Dribbling,BallControl
232244,S. Ascacíbar,21,Argentina,78,84,VfB Stuttgart,12,24,1890,Right,1,3,3,Medium/ High,15,"Aug 22, 2017",2023,5.6,154,22.8,82,61,65,78,87,60,64,65
231691,A. Lafont,19,France,78,90,Fiorentina,14,12,1200,Right,2,3,1,Medium/ Medium,1,"Jul 2, 2018",2023,6.4,181,26.6,73,70,45,55,53,47,14,10
231281,T. Alexander-Arnold,19,England,78,88,Liverpool,14,36,2025,Right,1,3,3,High/ Medium,14,"Oct 7, 2015",2021,5.11,152,29.4,66,62,79,74,74,72,72,72
230988,F. Krovinović,22,Croatia,78,84,SL Benfica,14,12,1962,Right,1,4,4,High/ Medium,20,"Jul 1, 2017",2022,5.1,154,30.8,54,60,69,76,75,80,79,81
230431,Sidney Pessinho,26,Brazil,78,78,Internacional,9,27,2012,Right,1,3,2,High/ High,17,"Jan 1, 2018",2021,6.2,187,17.1,61,88,72,51,55,72,72,71
230360,Everticinho,30,Brazil,78,78,Grêmio,7.5,29,2075,Right,1,3,4,Medium/ Medium,16,"Jan 1, 2018",2021,5.9,165,13.5,61,68,76,79,70,64,76,75
230269,Claudio Coíntra,34,Brazil,78,78,Internacional,5,30,1903,Left,1,5,4,High/ Medium,18,"Jan 1, 2018",2021,5.9,157,9.5,58,57,74,86,83,79,75,76
230184,Ronaldo Esler,30,Brazil,78,78,Atlético Mineiro,7.5,34,1991,Left,1,3,4,High/ Medium,5,"Jan 1, 2018",2021,5.6,143,14.3,59,33,86,86,90,68,76,74
230020,P. Lees-Melou,25,France,78,80,OGC Nice,12.5,33,2031,Right,1,3,4,High/ High,8,"Jun 16, 2017",2021,6.1,152,24.7,61,71,74,75,59,78,79,79
229984,B. Chilwell,21,England,78,85,Leicester City,12.5,43,1976,Left,1,3,3,High/ High,19,"Aug 26, 2015",2024,5.1,170,26.3,77,68,82,70,71,66,76,77
229406,João Novais,24,Portugal,78,81,SC Braga,13,15,2017,Right,1,3,4,High/ Medium,17,"Jul 1, 2018",2023,6,170,27,65,68,70,75,76,78,78,77
228881,D. Calabria,21,Italy,78,88,Milan,14.5,52,1946,Right,1,3,3,Medium/ Medium,2,"Jul 1, 2015",2022,5.9,154,27.6,69,64,77,83,78,50,73,74
228618,F. Mendy,23,France,78,86,Olympique Lyonnais,13,47,2061,Left,1,5,4,High/ Medium,22,"Jul 1, 2017",2023,5.1,161,27.3,78,76,86,78,78,73,81,78
228251,L. Pellegrini,22,Italy,78,84,Roma,14,51,2027,Right,2,3,3,Medium/ Medium,7,"Jul 1, 2017",2022,6.1,170,26.6,67,69,74,68,69,76,76,79
227476,Soares,27,Brazil,78,79,FC Porto,12,17,1925,Right,1,3,3,High/ High,29,"Jan 23, 2017",2021,6.2,181,24.9,78,78,86,71,65,58,75,77
226766,Daniel Podence,22,Portugal,78,84,Olympiacos CFP,14,1,1848,Right,1,4,4,High/ Medium,56,"Jul 10, 2018",2023,5.4,143,33.6,66,30,92,92,94,77,84,81
226379,M. Díaz,32,Argentina,78,78,Club Atlético Huracán,6,15,1143,Right,1,2,1,Medium/ Medium,1,"Jun 25, 2014",2018,6.2,185,9,53,74,39,30,35,38,13,16
226377,G. Martínez,25,Argentina,78,82,River Plate,13.5,25,1926,Left,1,2,4,High/ Low,10,"Jan 20, 2015",2020,5.8,165,19.9,53,61,88,92,88,72,86,81
226168,M. Eggestein,21,Germany,78,84,SV Werder Bremen,14,22,1982,Right,1,4,3,High/ High,35,"Nov 29, 2014",2020,5.11,165,26.6,53,74,69,74,67,74,77,79
226078,Trezeguet,23,Egypt,78,80,Kasimpaşa SK,13,15,1865,Right,3,5,4,High/ Medium,21,"Jul 1, 2018",2021,5.1,172,27,65,67,85,78,70,69,83,78
225309,N. Amiri,21,Germany,78,85,TSG 1899 Hoffenheim,14.5,27,1973,Right,1,3,4,Medium/ Medium,18,"Aug 1, 2014",2020,5.11,161,27.6,66,66,68,79,76,78,85,81
225161,Vallejo,21,Spain,78,86,Real Madrid,13.5,81,1738,Right,1,3,2,Low/ High,3,"Jul 31, 2015",2021,6,174,30.4,77,69,74,69,69,33,56,67
225100,J. Gomez,21,England,78,88,Liverpool,14.5,61,1742,Right,1,3,3,Medium/ Medium,16,"Jun 20, 2015",2024,6.2,170,30.5,66,80,83,64,66,52,67,68
224458,Diogo Jota,21,Portugal,78,86,Wolverhampton Wanderers,15.5,56,2031,Right,2,4,4,High/ High,18,"Jul 1, 2018",2021,5.1,161,32.6,66,72,76,87,87,72,81,83
224309,Joan Jordán,23,Spain,78,83,SD Eibar,13.5,22,1978,Right,1,4,3,Medium/ Medium,24,"Jul 13, 2017",2020,6,163,29.4,50,66,68,65,65,78,78,79
224116,Dyego Sousa,28,Brazil,78,78,SC Braga,10.5,19,1738,Right,1,3,3,High/ Medium,99,"Jul 1, 2017",2021,6.3,183,21,74,83,54,53,39,53,74,76
224031,A. Marušić,25,Montenegro,78,79,Lazio,12.5,46,2088,Right,1,4,4,High/ Medium,77,"Jul 1, 2017",2022,6.1,187,22.2,80,79,89,66,67,72,78,77
223952,David Soria,25,Spain,78,80,Getafe CF,9,18,1245,Right,1,3,1,Medium/ Medium,13,"Jul 16, 2018",2022,6.4,187,19.6,60,76,34,45,42,45,16,19
223874,V. Rongier,23,France,78,83,FC Nantes,14,25,2043,Right,2,3,3,Medium/ High,28,"Jul 1, 2014",2022,5.8,154,27.7,73,55,55,79,90,77,78,80
223689,W. Weghorst,25,Netherlands,78,80,VfL Wolfsburg,13,48,1781,Right,1,3,3,High/ High,9,"Jul 1, 2018",2022,6.6,185,23.1,79,86,69,64,44,62,64,76
223627,O. Al Soma,29,Syria,78,78,Al Ahli,10.5,47,1949,Right,2,4,3,High/ Low,9,"Jul 1, 2014",2021,6.3,190,17.9,63,89,71,69,67,70,71,76
222994,M. Nakamba,24,Zimbabwe,78,83,Club Brugge KV,12,20,1937,Left,1,2,3,Medium/ High,18,"Jul 1, 2017",2022,5.9,174,18.9,78,80,75,78,78,68,71,73
222709,Petros,29,Brazil,78,78,Al Nassr,10,43,1994,Right,1,3,4,Medium/ High,6,"Jul 1, 2018",2020,5.11,170,17,61,71,73,70,70,74,76,79
221342,Pablo Maffeo,20,Spain,78,86,VfB Stuttgart,13,24,1937,Right,1,3,3,Medium/ Medium,7,"Jul 1, 2018",2023,5.8,154,24.7,61,65,86,82,84,64,80,81
220523,Y. Mina,23,Colombia,78,85,Everton,12.5,68,1741,Right,1,2,2,Medium/ High,13,"Aug 9, 2018",2023,6.5,207,26.3,70,87,62,53,34,54,60,53
220407,M. Dúbravka,29,Slovakia,78,80,Newcastle United,8.5,39,1275,Right,1,2,1,Medium/ Medium,12,"Jun 9, 2018",2022,6.3,176,16.8,73,60,44,44,60,54,19,33
219693,Diego Carlos,25,Brazil,78,80,FC Nantes,10.5,25,1822,Right,2,4,2,Medium/ High,3,"Jun 30, 2016",2022,6.1,190,20.7,80,84,68,64,57,51,64,69
217940,D. Djené,26,Togo,78,79,Getafe CF,10,23,1795,Right,1,4,2,Medium/ High,2,"Jul 24, 2017",2021,5.9,157,21.8,79,70,75,76,72,39,44,68
216816,G. Simeone,22,Argentina,78,85,Fiorentina,15,53,1906,Right,2,3,3,High/ High,19,"Aug 16, 2017",2022,5.11,179,28.5,84,72,78,76,74,60,76,76
216700,M. Meza,25,Argentina,78,79,Independiente,12.5,23,2009,Right,1,3,4,High/ Low,8,"Sep 19, 2016",2021,5.11,168,18.4,67,70,82,87,75,76,86,79
216655,Bastos,26,Angola,78,79,Lazio,10,44,1710,Right,2,3,2,Medium/ High,15,"Aug 17, 2016",2020,5.11,170,17.8,71,82,77,62,76,28,55,62
216435,S. Lobotka,23,Slovakia,78,84,RC Celta,14,22,1954,Right,1,4,4,Medium/ High,14,"Jul 15, 2017",2023,5.7,141,32.2,82,52,63,78,84,76,77,82
216393,Y. Tielemans,21,Belgium,78,87,AS Monaco,16,47,2088,Right,2,5,4,Medium/ Medium,17,"Jul 1, 2017",2022,5.9,159,33.6,65,69,53,67,76,81,76,81
216373,Marcelo Goiano,30,Brazil,78,78,SC Braga,7.5,15,1945,Right,1,4,3,Medium/ Medium,87,"Jul 1, 2014",2021,5.9,152,15,72,64,75,77,74,52,77,76
216266,K. Tete,22,Netherlands,78,83,Olympique Lyonnais,11.5,47,1897,Right,2,3,3,Medium/ High,2,"Jul 10, 2017",2021,5.11,157,22.7,77,76,79,66,73,58,68,70
216189,Capa,26,Spain,78,81,Athletic Club de Bilbao,10.5,23,2068,Right,1,4,3,High/ High,21,"Jul 2, 2018",2022,5.9,163,22.8,77,80,86,75,86,72,74,76
216065,M. Sportiello,26,Italy,78,81,Frosinone,9,22,1241,Right,2,2,1,Medium/ Medium,57,,"Jun 30, 2019",6.4,192,,68,66,38,55,58,44,19,22
215792,Jemerson,25,Brazil,78,81,AS Monaco,11,55,1696,Right,2,2,2,Medium/ Medium,5,"Jan 31, 2016",2020,6,170,21.7,83,78,65,64,58,46,54,63
215466,N. Maksimović,26,Serbia,78,81,Napoli,11,54,1584,Right,2,3,2,Medium/ High,19,"Jul 9, 2017",2021,6.4,192,19.5,67,86,68,49,58,31,49,61
215333,D. Zapata,27,Colombia,78,79,Atalanta,12,41,1774,Right,2,4,3,Medium/ Medium,91,,"Jun 30, 2020",6.2,194,,79,91,75,64,58,46,72,76
215330,J. Correa,23,Argentina,78,83,Lazio,14,42,1855,Right,1,4,4,High/ Medium,11,"Aug 1, 2018",2023,6.2,170,24.9,32,74,79,82,61,75,85,83
215259,E. Rigoni,25,Argentina,78,81,Atalanta,13,29,1977,Left,1,5,4,Medium/ Low,24,"Aug 23, 2017",2021,5.1,163,23.1,57,58,90,83,68,74,82,77
214766,C. Izquierdoz,29,Argentina,78,78,Boca Juniors,8,25,1674,Right,1,2,2,Medium/ High,24,"Jul 5, 2018",2021,6.1,196,11.2,85,80,50,36,52,33,36,62
214394,W. Barrios,24,Colombia,78,85,Boca Juniors,12.5,20,1853,Right,1,3,3,Medium/ High,16,"Aug 26, 2016",2021,5.1,157,20,78,77,71,75,73,65,66,69
214026,J. Mojica,25,Colombia,78,81,Girona FC,10.5,28,2055,Left,1,2,3,High/ Medium,3,"Jul 2, 2018",2022,6.1,161,22.8,73,70,90,74,61,65,78,79
213732,A. Selikhov,24,Russia,78,82,Spartak Moscow,9.5,1,1216,Right,1,4,1,Medium/ Medium,57,"Dec 6, 2016",2021,6.2,187,20.7,70,65,48,35,50,58,19,25
213655,A. Iwobi,22,Nigeria,78,84,Arsenal,14,81,1739,Right,1,3,4,Medium/ Medium,17,"Jul 1, 2013",2023,6.1,165,29.4,47,70,77,76,75,80,84,84
213400,D. Laxalt,25,Uruguay,78,80,Milan,12.5,76,1992,Left,2,3,4,High/ High,17,"Aug 17, 2018",2022,5.1,150,22.2,65,60,90,85,77,68,77,78
213296,N. Bentaleb,23,Algeria,78,83,FC Schalke 04,13.5,29,2044,Left,2,2,4,Medium/ Medium,10,"Feb 27, 2017",2021,6.2,172,24,53,72,64,75,71,80,82,81
212977,N. Stark,23,Germany,78,84,Hertha BSC,12,24,1881,Right,1,3,2,High/ Medium,5,"Aug 24, 2015",2022,6.3,179,22.8,64,79,79,63,62,71,65,70
212811,M. Lemina,24,Gabon,78,83,Southampton,13.5,44,2072,Right,2,3,3,Medium/ Medium,18,"Aug 8, 2017",2022,6,187,26.7,46,73,77,71,74,74,81,82
212501,L. Dendoncker,23,Belgium,78,84,Wolverhampton Wanderers,12,18,2074,Right,2,4,2,High/ High,20,,"Jun 30, 2019",6.2,194,,66,87,68,57,53,76,68,73
212213,Ricardo Esgaio,25,Portugal,78,80,SC Braga,12.5,16,2067,Right,1,3,4,Medium/ High,47,"Jul 1, 2017",2022,5.8,150,25.9,73,59,74,82,83,75,79,80
212196,P. Sisto,23,Denmark,78,84,RC Celta,14,25,2008,Right,1,4,4,High/ Medium,23,"Jul 31, 2016",2021,5.8,152,32.2,82,64,81,82,84,75,86,80
212187,P. Max,24,Germany,78,81,FC Augsburg,11,22,2007,Left,1,3,3,High/ Medium,31,"Aug 4, 2015",2022,5.1,170,19.5,66,66,85,77,74,70,73,78
212153,R. Gagliardini,24,Italy,78,82,Inter,11.5,46,1981,Right,2,2,3,Medium/ High,5,"Aug 1, 2017",2023,6.3,170,20.4,64,71,68,64,62,73,75,77
211706,Pere Pons,25,Spain,78,83,Girona FC,13.5,31,1947,Right,1,3,3,Medium/ High,8,"Sep 1, 2012",2020,5.1,154,29.4,66,68,67,71,70,74,75,79
210935,D. Berardi,23,Italy,78,83,Sassuolo,14,50,1965,Left,2,3,4,High/ Low,11,"Jul 1, 2012",2022,6,159,24.9,66,65,79,87,73,71,80,85
210665,M. Halstenberg,26,Germany,78,79,RB Leipzig,10,45,2048,Left,2,3,3,High/ Medium,23,"Aug 31, 2015",2022,6.2,181,17.8,83,78,69,65,59,54,69,74
210513,J. Quintero,25,Colombia,78,80,River Plate,12.5,15,1876,Left,2,2,4,Medium/ Low,8,,"Dec 31, 2018",5.6,148,,55,38,71,90,91,85,83,83
209307,Tiago Volpi,27,Brazil,78,80,Querétaro,8.5,10,1366,Right,2,2,1,Medium/ Medium,1,"Dec 30, 2014",2022,6.1,187,15.1,75,72,58,63,47,39,16,24
208777,Óliver Torres,23,Spain,78,83,FC Porto,13.5,13,1977,Right,3,4,3,Medium/ Medium,10,"Jul 1, 2017",2021,5.9,139,28,62,38,65,78,78,80,83,82
208620,Omar Mascarell,25,Spain,78,80,FC Schalke 04,10.5,29,1994,Right,1,4,3,Low/ Medium,6,"Jul 1, 2018",2022,5.11,168,18.6,73,75,64,76,68,74,75,80
208520,H. Sakai,28,Japan,78,78,Olympique de Marseille,8,44,1958,Right,1,4,3,High/ High,2,"Jul 1, 2016",2021,6,154,15.2,75,74,78,71,69,60,64,69
208450,Andreas Pereira,22,Brazil,78,84,Manchester United,14,91,2100,Right,1,4,4,Medium/ Medium,15,"Jan 1, 2013",2019,5.1,157,28.7,62,68,74,78,78,78,81,81
208330,A. Januzaj,23,Belgium,78,84,Real Sociedad,14,29,1826,Left,1,4,4,Medium/ Low,23,"Jul 12, 2017",2022,6.1,168,32.2,61,59,76,83,71,78,81,80
208268,B. Cristante,23,Italy,78,86,Roma,15,26,1944,Right,2,3,3,Medium/ Medium,4,,"Jun 30, 2019",6.1,176,,58,70,58,64,54,76,78,81
208104,Matheus,25,Brazil,78,82,SC Braga,9.5,12,1198,Right,1,3,1,Medium/ Medium,1,"Jul 1, 2014",2023,6.2,168,19.7,63,71,47,45,48,52,12,22
207948,B. Traoré,22,Burkina Faso,78,83,Olympique Lyonnais,14,57,2011,Left,2,1,4,High/ Medium,10,"Jul 1, 2017",2022,5.11,161,27.7,78,64,90,88,71,74,85,87
207791,Y. Poulsen,24,Denmark,78,80,RB Leipzig,13,48,1958,Right,2,3,3,High/ High,20,"Jul 4, 2013",2021,6.4,172,23.1,83,78,79,75,55,65,75,71
207421,L. Trossard,23,Belgium,78,84,KRC Genk,14,17,1970,Right,1,4,4,High/ Medium,14,"Jan 1, 2012",2021,5.8,148,23.8,89,60,76,93,87,71,83,78
206511,M. Arnold,24,Germany,78,83,VfL Wolfsburg,13.5,40,2078,Left,2,3,3,High/ Medium,27,"Oct 10, 2011",2022,6,163,24,52,67,64,71,67,74,78,79
206058,M. De Sciglio,25,Italy,78,81,Juventus,10.5,78,1936,Right,2,5,3,Medium/ Medium,2,"Jul 20, 2017",2022,6,172,18.1,77,68,79,79,77,60,74,75
205976,Leo Baptistao,25,Brazil,78,79,RCD Espanyol,12.5,29,1883,Right,2,3,4,High/ Low,11,"Jul 9, 2016",2021,5.11,159,27.2,70,71,78,77,68,74,80,80
205943,V. Chiricheş,28,Romania,78,78,Napoli,8.5,57,1866,Right,2,3,2,Medium/ Medium,21,"Jul 30, 2015",2022,6,165,14.5,73,72,67,57,72,46,59,66
205850,L. Pavoletti,29,Italy,78,78,Cagliari,10.5,39,1728,Right,2,3,3,High/ Low,30,"Jul 1, 2018",2022,6.2,187,17.9,86,84,63,65,59,52,66,74
205659,A. Cragno,24,Italy,78,84,Cagliari,10.5,21,1150,Right,1,3,1,Medium/ Medium,12,"Jul 12, 2014",2022,6,172,20,74,55,37,37,43,42,13,21
205633,L. Castro,29,Argentina,78,78,Cagliari,10,36,2060,Right,2,3,4,High/ High,29,"Jul 16, 2018",2021,6,172,17,66,68,75,78,78,77,80,82
205431,N. Füllkrug,25,Germany,78,79,Hannover 96,12.5,38,1854,Right,1,4,3,High/ Medium,24,"Jul 18, 2016",2022,6.2,183,23.4,69,83,65,66,52,61,70,74
205083,F. Fajr,29,Morocco,78,78,Stade Malherbe Caen,10,28,2056,Right,2,4,3,High/ Medium,10,"Aug 3, 2018",2021,5.1,157,20,37,67,61,74,71,79,76,79
204838,R. Jiménez,27,Mexico,78,79,Wolverhampton Wanderers,12,15,1957,Right,3,4,3,High/ High,9,,"Jun 30, 2019",6.2,179,,68,78,76,73,49,71,74,74
204819,E. Sala,27,Argentina,78,78,FC Nantes,11,31,1980,Right,2,3,3,High/ High,9,"Jul 20, 2015",2020,6.2,183,20.9,77,84,61,59,55,63,75,75
204385,S. García,27,Uruguay,78,78,Godoy Cruz,11,20,1876,Right,1,4,3,High/ Low,18,"Jan 8, 2016",2021,5.11,176,16,75,88,66,68,68,71,71,76
204259,S. Arias,26,Colombia,78,81,Atlético Madrid,10.5,46,2002,Right,2,3,3,High/ Medium,4,"Jul 31, 2018",2023,5.1,159,22.3,82,69,86,78,77,64,74,76
204240,B. Reynet,27,France,78,80,Toulouse Football Club,8.5,24,1127,Right,2,3,1,Medium/ Medium,30,"Jul 1, 2018",2022,6.1,187,17.6,62,68,45,43,24,16,11,21
203895,Pozuelo,26,Spain,78,79,KRC Genk,12,19,1897,Right,1,5,4,High/ Medium,24,"Aug 31, 2015",2021,5.8,159,18.9,60,50,57,76,82,82,81,83
203886,A. Trebel,27,France,78,79,RSC Anderlecht,11.5,23,2106,Left,1,2,4,High/ High,25,"Jan 15, 2017",2023,5.9,163,18.1,77,69,75,77,87,77,77,77
203487,J. Lascelles,24,England,78,83,Newcastle United,12,39,1616,Right,1,3,2,Medium/ High,6,"Aug 4, 2014",2024,6.2,196,23.7,85,84,63,67,51,40,50,65
203485,T. Kongolo,24,Netherlands,78,83,Huddersfield Town,12,39,1884,Left,2,4,3,Medium/ Medium,5,"Jun 9, 2018",2022,6.2,154,23.7,91,79,74,71,62,49,67,72
203299,A. Carrillo,27,Peru,78,78,Al Hilal,11,14,1928,Right,2,4,4,High/ Medium,19,,"Jun 30, 2019",5.11,172,,73,72,86,80,76,73,85,82
202935,Álvaro,28,Spain,78,79,Villarreal CF,9.5,32,1765,Right,1,3,2,Medium/ High,3,"Aug 31, 2016",2021,6,165,20.7,92,74,73,68,72,39,48,67
202851,G. Defrel,27,France,78,78,Sampdoria,11,64,1897,Left,2,3,4,High/ Medium,92,,"Jun 30, 2019",5.1,170,,42,58,87,82,72,75,83,82
202642,Fernando,26,Brazil,78,81,Spartak Moscow,11,1,2079,Right,1,3,3,Medium/ Medium,11,"Jul 18, 2016",2021,5.9,176,23.9,80,69,76,74,81,75,70,76
201262,V. Darida,27,Czech Republic,78,78,Hertha BSC,10.5,30,2083,Right,2,4,3,High/ High,19,"Jul 18, 2015",2021,5.7,141,17.9,77,48,65,82,88,77,78,81
201046,R. Saponara,26,Italy,78,80,Sampdoria,12.5,56,1880,Right,2,4,4,High/ Medium,5,,"Jun 30, 2019",6,161,,64,69,75,72,71,80,83,85
200677,Pedro Mendes,27,Portugal,78,80,Montpellier HSC,10,26,1679,Right,1,3,2,Medium/ High,5,"Jul 18, 2017",2021,6.1,172,20.8,74,79,63,55,53,32,62,63
200607,C. Schindler,28,Germany,78,80,Huddersfield Town,10,48,1690,Right,1,3,2,Medium/ Medium,26,"Jun 29, 2016",2020,6.2,170,19.8,74,78,65,56,57,51,42,68
200529,N. Chadli,28,Belgium,78,78,AS Monaco,10.5,66,2001,Right,2,4,4,Medium/ Medium,22,"Aug 30, 2018",2021,6.2,187,20,71,83,78,65,54,75,82,80
199986,Arbilla,31,Spain,78,78,SD Eibar,7,23,1996,Right,1,4,2,Medium/ High,23,"Aug 30, 2016",2021,5.1,168,14.7,81,78,70,60,68,57,63,76
199915,L. Dunk,26,England,78,81,Brighton & Hove Albion,11,46,1632,Right,1,4,2,High/ High,5,"Jul 1, 2010",2023,6.4,194,21.7,72,82,50,47,42,45,60,68
199827,P. Hernández,31,Chile,78,78,Independiente,9,24,2022,Left,2,3,3,High/ Low,19,"Jul 5, 2018",2022,6.1,179,12.6,69,80,67,70,44,80,80,79
199602,J. Guidetti,26,Sweden,78,81,Deportivo Alavés,13,29,1939,Right,2,3,4,High/ High,17,"Jul 2, 2018",2022,6.1,174,28.3,70,82,65,64,60,65,76,77
199577,Sergi Gómez,26,Spain,78,83,Sevilla FC,11.5,17,1748,Right,1,2,2,High/ Medium,3,"Jul 25, 2018",2022,6.1,170,25,69,78,44,52,50,56,56,75
199576,Oriol Romeu,26,Spain,78,80,Southampton,10.5,46,1787,Right,2,3,2,Medium/ High,14,"Aug 12, 2015",2021,6,183,20.7,65,82,48,54,59,65,59,72
199354,Lucas Pérez,29,Spain,78,78,West Ham United,10.5,85,1970,Left,2,4,4,High/ High,27,"Aug 9, 2018",2021,5.11,161,20,63,69,78,70,73,81,79,80
198648,B. Natcho,30,Israel,78,78,Olympiacos CFP,9.5,1,2078,Right,2,4,3,Medium/ Medium,6,"Aug 7, 2018",2020,5.1,165,20.9,54,70,66,76,79,80,73,81
198513,Cláudio Ramos,26,Portugal,78,82,CD Tondela,9.5,6,1277,Right,1,3,1,Medium/ Medium,1,"Jul 1, 2012",2020,6,187,20.7,76,77,54,65,65,55,16,20
197948,F. Lejeune,27,France,78,80,Newcastle United,10,46,1823,Right,2,3,2,Medium/ High,20,"Jul 4, 2017",2022,6.2,196,19.8,76,83,52,55,57,46,62,73
197242,G. Krychowiak,28,Poland,78,79,Lokomotiv Moscow,9.5,1,1951,Right,3,3,3,Medium/ High,10,"Jul 3, 2016",2021,6.1,187,20.7,74,83,68,59,52,68,65,77
197225,N. Lodeiro,29,Uruguay,78,78,Seattle Sounders FC,10,11,1992,Left,2,4,4,Medium/ Medium,7,"Jul 27, 2016",2021,5.7,152,15,65,61,68,78,78,78,78,81
196934,O. Özyakup,25,Turkey,78,81,Beşiktaş JK,13,47,2105,Right,2,4,4,Medium/ High,8,"Jun 8, 2012",2022,5.11,165,25.7,72,62,72,88,79,80,78,80
143001,C. Tévez,34,Argentina,78,78,Boca Juniors,5,26,1933,Right,3,3,4,Medium/ Low,32,"Jan 6, 2018",2019,5.7,176,7,56,74,70,76,74,78,79,77
184477,K. Papadopoulos,26,Greece,78,80,Hamburger SV,10.5,16,1719,Right,2,3,2,Low/ High,9,"Jul 1, 2017",2020,6.1,192,17.6,91,90,59,53,60,44,40,52
182945,M. Gradel,30,Ivory Coast,78,78,Toulouse Football Club,10,32,1966,Right,2,3,4,High/ High,15,"Jul 1, 2018",2021,5.1,154,20,66,59,84,83,70,74,82,81
158626,M. Debuchy,32,France,78,78,AS Saint-Étienne,5.5,31,2079,Right,3,3,3,High/ Medium,26,"Jan 31, 2018",2021,5.9,168,10.5,81,72,73,74,73,64,74,75
172962,V. Moses,27,Nigeria,78,78,Chelsea,11,105,2110,Right,2,4,4,Medium/ Medium,15,"Aug 24, 2012",2021,5.1,170,20.4,66,69,77,76,82,72,82,81
173474,Z. Junuzović,30,Austria,78,78,FC Red Bull Salzburg,9.5,39,2178,Right,2,4,3,High/ High,16,"Jul 1, 2018",2021,5.8,152,14.3,68,65,69,86,91,77,80,80
178085,Granero,30,Spain,78,78,RCD Espanyol,9.5,30,2011,Right,2,4,4,Medium/ Medium,23,"Jul 7, 2017",2020,5.11,172,20,53,68,50,68,67,78,77,80
189606,J. Baumgartlinger,30,Austria,78,78,Bayer 04 Leverkusen,7.5,53,1943,Right,2,3,2,Medium/ High,14,"Jul 1, 2016",2020,6,190,12.8,80,78,71,65,64,64,65,74
171688,Fábio Coentrão,30,Portugal,78,78,Rio Ave FC,10,13,2114,Left,3,2,4,High/ Medium,17,"Aug 31, 2018",2019,5.1,146,21,79,66,75,76,76,76,81,79
158121,B. Costil,30,France,78,78,FC Girondins de Bordeaux,6.5,32,1151,Right,2,3,1,Medium/ Medium,1,"Jun 19, 2017",2021,6.2,194,12.4,49,65,53,38,45,44,13,12
153260,Hilton,40,Brazil,78,78,Montpellier HSC,0,18,1807,Right,2,3,3,Medium/ Medium,4,"Aug 1, 2011",2019,5.11,172,,79,76,38,51,60,67,63,73
193198,N. Gudelj,26,Serbia,78,80,Sporting CP,10.5,19,2101,Right,2,2,3,Medium/ Medium,86,,"Jun 30, 2019",6.2,161,,67,88,65,62,57,71,64,75
184252,L. Pratto,30,Argentina,78,78,River Plate,10,28,1983,Right,2,3,3,High/ Medium,27,"Jan 9, 2018",2022,6.2,201,14,70,91,72,67,64,73,72,76
186302,E. Hernández,30,Mexico,78,78,Cruz Azul,10,29,1967,Right,1,3,4,Medium/ Low,11,"Jul 5, 2018",2019,5.7,143,17,70,58,77,80,81,80,80,83
159171,Jurado,32,Spain,78,78,Al Ahli,8,41,1891,Right,2,4,3,Medium/ Low,10,"Jun 21, 2018",2020,5.9,159,13.6,65,57,67,80,70,79,80,79
193476,R. Cabella,28,France,78,78,AS Saint-Étienne,10.5,36,1927,Right,2,4,4,Medium/ Low,7,"Aug 16, 2018",2022,5.7,157,20,41,50,77,91,80,74,82,80
187598,Rafael Tolói,27,Brazil,78,80,Atalanta,10,27,1839,Right,2,2,2,High/ Medium,2,"Aug 26, 2015",2021,6.1,165,17.8,76,69,68,63,66,50,58,66
174543,C. Bravo,35,Chile,78,78,Manchester City,2.4,50,1446,Right,3,3,1,Medium/ Medium,1,"Aug 25, 2016",2020,6,176,4.5,81,69,54,63,62,69,22,41
180432,Hernanes,33,Brazil,78,78,Hebei China Fortune FC,6,19,2022,Right,3,5,4,Medium/ Medium,10,"Feb 9, 2017",2019,5.11,170,12.9,61,72,59,72,75,86,74,79
186581,K. Honda,32,Japan,78,78,Melbourne Victory,8,12,2041,Left,3,3,4,Medium/ High,4,"Aug 6, 2018",2019,6,163,10,83,69,76,75,77,81,82,84
187607,A. Dzyuba,29,Russia,78,78,,0,0,1810,Right,2,3,3,High/ Medium,22,,,6.5,201,,63,93,65,50,32,73,71,77
182744,J. Holebas,34,Greece,78,78,Watford,2.9,51,2092,Left,2,2,3,High/ Medium,25,"Jul 2, 2015",2020,6.1,179,5.6,73,73,76,71,73,64,73,77
161754,Javi García,31,Spain,78,78,Real Betis,7,23,1976,Right,2,3,3,Medium/ High,3,"Aug 14, 2017",2020,6.1,181,14.7,91,79,62,62,53,63,66,77
163806,Sergio,31,Spain,78,78,RC Celta,6.5,19,1200,Right,2,2,1,Medium/ Medium,1,"Aug 1, 2009",2019,5.1,165,13.7,64,62,43,50,48,38,13,21
182495,M. Cáceres,31,Uruguay,78,78,Lazio,7,44,1921,Right,2,3,2,Medium/ High,22,"Jan 8, 2018",2019,5.11,172,11.9,91,72,78,79,74,58,60,66
189156,Daniel Carriço,29,Portugal,78,78,Sevilla FC,8,18,1882,Right,2,3,2,Medium/ Medium,6,"Jun 23, 2014",2020,5.11,176,16.8,92,77,54,60,68,62,58,64
